RestaurantID,Restaurant Name,Address,Time,Price
493,Gà Rán KFC - Nguyễn Hữu Thọ,"183 Nguyễn Hữu Thọ, P. Hoà Thuận Tây, Quận Hải Châu, Đà Nẵng",09:30 - 22:30,70.000 - 200.000
494,Trang Coffee - Cà Phê Muối,"69 An Hải Đông 1, P. An Hải Đông, Quận Sơn Trà, Đà Nẵng",06:00 - 20:00,10.000 - 30.000
495,Trà Sữa Ông Trùm - Thế Lữ,"52 Thế Lữ, P. An Hải Bắc, Quận Sơn Trà, Đà Nẵng",15:20 - 22:30,20.000 - 50.000
496,Tôn Nữ Quán - Cơm Gia Đình - Ẩm Thực Xứ Huế,"383/9 Hải Phòng, P. Tân Chính, Quận Thanh Khê, Đà Nẵng",09:30 - 20:30,20.000 - 100.000
497,Cơm Gà Hội An - Châu Thị Vĩnh Tế,"198 Châu Thị Vĩnh Tế, P. Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",07:00 - 21:00,35.000 - 50.000
498,Chân Gà Nướng Hai Còi - 91 Nguyễn Văn Thoại,"91 Nguyễn Văn Thoại, P. An Hải Đông, Quận Sơn Trà, Đà Nẵng",00:00 - 23:59,20.000 - 50.000
499,Bánh Canh Cá Lóc Yến - Nguyễn Hoàng,"253 Nguyễn Hoàng, P. Bình Hiên, Quận Hải Châu, Đà Nẵng",06:30 - 22:00,15.000 - 20.000
500,"Bo Tea - Trà Trái Cây, Cà Phê & Nước Ép - 74B Phan Thanh","74B Phan Thanh, P. Thạc Gián, Quận Thanh Khê, Đà Nẵng",08:00 - 22:30,0 - 0
501,Sushi Totoro - Sushi Của Người Việt - Shop online,"51 Châu Thị Vĩnh Tế, P. Bắc Mỹ Phú, Quận Ngũ Hành Sơn, Đà Nẵng",09:30 - 13:30 | 16:15 - 21:30,39.000 - 175.000
502,"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Trần Hưng Đạo","515 Trần Hưng Đạo, Quận Sơn Trà, Đà Nẵng",16:00 - 21:30,33.000 - 295.000
503,Gà Nướng Nhà Làm & Gà Ủ Muối Quỳnh Mập,"139/14 Tôn Đản, P. Hòa An, Quận Cẩm Lệ, Đà Nẵng",00:00 - 23:59,0 - 0
504,Khải Đăng - Bánh Cuốn Tây Sơn Bình Định 5,"15 Thanh Long, P. Thanh Bình, Quận Hải Châu, Đà Nẵng",08:00 - 21:15,0 - 0
505,Quán Xưa - Bún Đậu Mắm Tôm,"5 Thanh Khê 6, P. Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng",10:00 - 21:40,30.000 - 100.000
506,Nem Nướng Nha Trang - Còng,"164 Ỷ Lan Nguyên Phi, Quận Hải Châu, Đà Nẵng",08:30 - 21:45,0 - 0
507,,,,
508,"Gà Ủ Muối, Chân Gà & Bánh Nậm Lọc Ít - Bếp Nhà Yumi","09 Hà Huy Giáp, P. Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",00:00 - 23:59,0 - 0
509,Cơm Gà Nam Chợ Mới - Hoàng Diệu,"589 Hoàng Diệu, P. Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng",07:00 - 21:30,15.000 - 45.000
510,Chân Gà Cay Đà Nẵng - Núi Thành,"218 Núi Thành, P. Hoà Cường Bắc, Quận Hải Châu, Đà Nẵng",00:00 - 23:59,3.000 - 75.000
511,Bánh Xèo Bà Dưỡng,"K280/23 Hoàng Diệu, Quận Hải Châu, Đà Nẵng",09:30 - 21:20,20.000 - 55.000
512,,,,
513,"Bánh Cá, Ăn Vặt & Trà Sữa Sóc Nâu - Hoàng Diệu","467 Hoàng Diệu, P. Bình Thuận, Quận Hải Châu, Đà Nẵng",14:45 - 22:00,5.000 - 10.000
514,,,,
515,Bún Đậu Mắm Tôm Lộc Phát 4 - Bún Đậu Mẹt,"K127/5 Lý Tự Trọng, P. Thanh Bình, Quận Hải Châu, Đà Nẵng",10:00 - 21:00,0 - 0
516,"Cơm Ngon Thảo My - Cơm Gà, Cơm Sườn & Cơm Cá","50 Tôn Đức Thắng, P. Hòa Minh, Quận Liên Chiểu, Đà Nẵng",,22.000 - 25.000
517,Cơm Gà 9 Ly,"31 - 33 - 35 Ngô Văn Sở, Quận Liên Chiểu, Đà Nẵng",09:00 - 21:00,15.000 - 33.000
518,Tứ Hải Quán - Cơm Gà & Cơm Sườn,"85 Đường 2 Tháng 9, P. Hoà Cường Nam, Quận Hải Châu, Đà Nẵng",00:00 - 23:59,7.000 - 20.000
519,Cơm Tấm Ngon - 85 Hà Huy Tập,"85 Hà Huy Tập, P. Hòa khê, Quận Thanh Khê, Đà Nẵng",09:00 - 20:30,25.000 - 30.000
520,"Bún Đậu 1996 - Bún Đậu, Mỳ Cay & Trà Sữa","358 Trần Đại Nghĩa, P. Hoa Hai, Quận Ngũ Hành Sơn, Đà Nẵng",10:21 - 13:00 | 15:00 - 21:30,0 - 0
521,Cơm Gà Gia Vĩnh - Lê Thanh Nghị,"153 Lê Thanh Nghị, P. Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",09:30 - 21:25,50.000 - 100.000
522,Ăn Vặt Thùy Dương,"276 Thái Thị Bôi, P. Chính Gián, Quận Thanh Khê, Đà Nẵng",15:00 - 23:00,5.000 - 15.000
523,Hồng Nguyệt - Bún Thịt Nướng - Hoàng Diệu,"178/10 Hoàng Diệu, P. Hải Châu 2, Quận Hải Châu, Đà Nẵng",09:00 - 22:30,20.000 - 30.000
524,Gỏi Sứa Ku Ken - Trưng Nữ Vương,"240 Trưng Nữ Vương, P. Bình Thuận, Quận Hải Châu, Đà Nẵng",11:00 - 23:00,29.000 - 69.000
525,Bún Đậu Mắm Tôm - Nhà Tấm 5,"22 Lê Thị Tính, P. Hòa Khê, Quận Thanh Khê, Đà Nẵng",09:30 - 22:55,0 - 0
526,,,,
527,Cơm Chiên Giòn - Long Bốn - Hoàng Hoa Thám,"K86/20 Hoàng Hoa Thám, P. Tân Chính, Quận Thanh Khê, Đà Nẵng",10:30 - 21:00,20.000 - 30.000
528,Merci Bánh Mì - Bánh Ngọt & Nước Uống - Hoàng Hoa Thám,"67 Hoàng Hoa Thám, P. Tân Chính, Quận Thanh Khê, Đà Nẵng",06:00 - 22:00,0 - 0
529,Tàu Hủ Singapore 1995,"K142/H1/2 Âu Cơ, P. Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",11:00 - 22:10,12.000 - 50.000
530,"Chân Gà Sả Ớt Kai Nguyễn - Trà Trái Cây, Trà Sữa & Ăn Vặt - Nguyễn Công Trứ","98 Nguyễn Công Trứ, P. An Hải Trung, Quận Sơn Trà, Đà Nẵng",15:00 - 23:30,0 - 0
531,Bear Coffee & Milk,"85 Ngũ Hành Sơn, P. Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",,0 - 0
532,Nhà Xoài - Nước Ép & Sinh Tố Healthy,"141 Lê Thị Hồng Gấm, P. Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",08:30 - 19:00,0 - 0
533,,,,
534,MaYaCa Cà Phê - Nguyễn Duy Hiệu,"146 Nguyễn Duy Hiệu, P. An Hải Đông, Quận Sơn Trà, Đà Nẵng",06:00 - 21:30,15.000 - 30.000
535,Đặc Sản Cao Bằng - Bánh Cuốn Trứng Giò,"395 Hoàng Diệu, P. Bình Thuận, Quận Hải Châu, Đà Nẵng",06:00 - 21:00,0 - 0
536,Thái Food - Ẩm thực Thái Lan - Tiệm Ăn Quốc Dân - Phạm Văn Nghị,"K10/11 Phạm Văn Nghị, P. Thạc Gián, Quận Thanh Khê, Đà Nẵng",08:30 - 14:25 | 17:00 - 21:45,10.000 - 100.000
537,,,,
538,Cơm Gà Cô Nga - 320 Hồ Tùng Mậu,"320 Hồ Tùng Mậu, P. Hòa Minh, Quận Liên Chiểu, Đà Nẵng",10:00 - 13:45 | 17:00 - 19:45,0 - 0
539,Bếp Quê 4 - Bún Đậu Mắm Tôm,"24 Lê Thị Tính, P. Hòa Khê, Quận Thanh Khê, Đà Nẵng",09:30 - 22:55,0 - 0
540,Bánh Gà Thần Thánh Cô Phương - Hoàng Diệu,"K356-H45/14 Hoàng Diệu, P. Bình Thuận, Quận Hải Châu, Đà Nẵng",00:00 - 03:00 | 14:00 - 23:59,5.000 - 80.000
541,Duyên - Cơm Gà Xối Mỡ - Nguyễn Công Trứ,"133 Nguyễn Công Trứ, P. An Hải Bắc, Quận Sơn Trà, Đà Nẵng",10:00 - 20:45,25.000 - 45.000
542,PER Korean Food - Món Ăn Hàn Quốc - 10 Phạm Tu,"10 Phạm Tu, P. An Hải Bắc, Quận Sơn Trà, Đà Nẵng",09:30 - 23:30,30.000 - 100.000
543,Pizza Time - 06 An Thượng 18,"06 An Thượng 18, P. Bắc Mỹ Phú, Quận Ngũ Hành Sơn, Đà Nẵng",10:00 - 22:00,15.000 - 200.000
544,"Ánh Ly - Cà Phê, Nước Ép & Ăn Vặt - 25 Hoà Minh 15","25 Hoà Minh 15, P. Hòa Minh, Quận Liên Chiểu, Đà Nẵng",06:30 - 21:00,0 - 0
545,MiLan Milktea,"22 - 26 Lê Thánh Tôn, P. Hải Châu 1, Quận Hải Châu, Đà Nẵng",07:30 - 22:00,9.000 - 89.000
546,Hoa Nô Café - Giải Khát Và Ăn Vặt - Tôn Đức Thắng,"846 Tôn Đức Thắng, Quận Liên Chiểu, Đà Nẵng",06:30 - 22:30,0 - 0
549,,,,
550,,,,
551,,,,
552,,,,0 - 0
553,"Mai Cafe - Sinh Tố, Nước Ép & Cafe Muối","89 Huỳnh Tấn Phát, P. Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",06:00 - 21:45,0 - 0
554,Trà Sữa EO VI,"1 Mỹ Khê 8, P. Phước Mỹ, Quận Sơn Trà, Đà Nẵng",07:00 - 19:00,0 - 0
555,Bò Sữa MK - Sữa Tươi Trân Châu Đường Đen - Mai Am,"117 Mai Am, P. Thuận Phước, Quận Hải Châu, Đà Nẵng",09:00 - 12:00 | 13:00 - 23:59,0 - 0
556,,,,
557,Burrito Nhà H.O - Điện Biên Phủ,"534 Điện Biên Phủ, P. Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng",10:20 - 23:30,0 - 0
558,Trà Sữa Tocotoco - 152 Châu Thị Vĩnh Tế,"152 Châu Thị Vĩnh Tế, P. Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",09:00 - 22:30,0 - 0
559,Tiệm Nhà T - Cà Phê Muối & Trà Sữa - Trần Cao Vân,"435/85 Trần Cao Vân, P. Xuân Hà, Quận Thanh Khê, Đà Nẵng",06:30 - 23:59,5.000 - 45.000
560,DAISY FOOD - BÁNH TRÁNG TẮC ỚT,"19 An Hải 17, P. Mân Thái, Quận Sơn Trà, Đà Nẵng",08:00 - 23:00,0 - 0
561,Gà Rán & Burger McDonald’s Nguyễn Văn Linh,"Số 5 Nguyễn Văn Linh, P. Bình Hiên, Quận Hải Châu, Đà Nẵng",00:00 - 23:59,0 - 0
562,"ReViet Juice - Nước Ép, Sinh Tố & Detox - Lê Đình Lý","58 Lê Đình Lý, P. Thạc Gián, Quận Thanh Khê, Đà Nẵng",07:30 - 21:45,0 - 0
563,Trà Sữa HongKong Baley - Phạm Văn Xảo,"131 Phạm Văn Xảo, P. Mân Thái, Quận Sơn Trà, Đà Nẵng",09:00 - 22:30,0 - 0
564,Trái Cây Cắt Sẵn Vietberry - Lê Đình Lý,"58 Lê Đình Lý, P. Thạc Gián, Quận Thanh Khê, Đà Nẵng",08:00 - 21:45,0 - 0
565,Chick & Go - Gà Rán Và Xiên Que Nhật Bản,"223 Đống Đa, P. Thanh Bình, Quận Hải Châu, Đà Nẵng",09:00 - 21:15,12.000 - 35.000
566,Lạp Xưởng Nướng Đá - Quán 36,"36 Dũng Sĩ Thanh Khê, P. Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng",00:00 - 02:59 | 10:00 - 23:59,0 - 0
567,Mote Pizza,"146 Lê Lợi, P. Hải Châu 1, Quận Hải Châu, Đà Nẵng",10:00 - 21:45,16.000 - 75.000
568,CuBa - Food & Drink,"10 Đồng Kè, P. Hoà Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",06:30 - 23:59,10.000 - 30.000
569,Xuxi Drink - Nước Ép & Trái Cây Cắt Sẵn,"37 Châu Thị Vĩnh Tế, P. Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",08:15 - 20:45,0 - 0
570,3TeTe - Cà Phê Muối - Nguyễn Súy,"47 Nguyễn Súy, P. Hòa Thuận Nam, Quận Hải Châu, Đà Nẵng",06:15 - 22:59,0 - 0
571,"Salus - Nước Dừa Bơ, Trà & Cafe - 5 Ninh Tốn","5 Ninh Tốn, P. Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",07:15 - 22:00,0 - 0
572,Trà Sữa Ông Thọ - Lê Đình Lý,"105 Lê Đình Lý, P. Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",08:00 - 22:50,10.000 - 25.000
573,Cơm Gà Xối Mỡ & Cơm Gà Sốt Mix Vị - Thị Lài,"222 Văn Tiến Dũng, P. Hoà Xuân, Quận Cẩm Lệ, Đà Nẵng",08:00 - 20:00,0 - 0
574,,,,
575,Trà Sữa Gia Hỷ - Núi Thành,"509 Núi Thành, P. Hoà Cường Bắc, Quận Hải Châu, Đà Nẵng",09:00 - 22:00,0 - 0
576,Bubble Tea - Đồ Ăn Hàn Quốc - 120/2A Lý Thái Tổ,"120/2A Lý Thái Tổ, P. Thạc Gián, Quận Thanh Khê, Đà Nẵng",09:29 - 23:59,15.000 - 30.000
577,MeeCha - Mê Trà - Lê Duẩn,"198 Lê Duẩn, P. Tân Chính, Quận Thanh Khê, Đà Nẵng",07:59 - 23:45,0 - 0
578,,,,
579,Cheese Coffee - Trần Phú Đà Nẵng,"226-228 Trần Phú, P. Phước Ninh, Quận Hải Châu, Đà Nẵng",07:00 - 22:00,0 - 0
580,Texas Chicken - Indochina Mall,"Gian Hàng Số G7 - G8 - G9, Tầng Trệt Riverside Mall, Số 74 Bạch Đằng, P. Hải Châu I, Quận Hải Châu, Đà Nẵng",10:00 - 21:30,0 - 0
581,Trà Sữa Maycha - 436 Điện Biên Phủ,"436 Điện Biên Phủ, P. Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng",09:00 - 21:00,0 - 0
582,Gà Rán & Burger Lotteria - Sơn Trà Coopmart,"Tầng 1, Co.op Mart Sơn Trà (Ngã Tư Trần Nhân Tông - Bình Than), P. Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",08:00 - 21:30,18.000 - 310.000
583,KATINAT - Nguyễn Văn Linh (Đà Nẵng),"09 Nguyễn Văn Linh (nối dài), P. Bình Hiên, Quận Hải Châu, Đà Nẵng",07:00 - 22:00,0 - 0
584,NiTo House - Quán Ăn Hàn Quốc - Núi Thành,"541/12 Núi Thành, P. Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",10:30 - 22:00,10.000 - 300.000
585,,,,
586,Bánh Canh Ghẹ Quận Nhất - Cơ Sở 2 - Đường 2/9,"B13 Đường 2 Tháng 9, P. Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng",07:00 - 21:20,0 - 0
587,Camry Quán - Mì Cay & Ăn Vặt - Trần Đại Nghĩa,"304 Trần Đại Nghĩa, P. Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",10:00 - 23:59,0 - 0
588,Bún Đậu 68 - 41 Cách Mạng Tháng Tám,"41 Cách Mạng Tháng Tám, P. Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",10:00 - 22:20,12.000 - 80.000
589,SaSin - Mì Cay 7 Cấp Độ Hàn Quốc - Nguyễn Văn Linh,"315 Nguyễn Văn Linh, P. Thạc Gián, Quận Thanh Khê, Đà Nẵng",10:00 - 22:45,30.000 - 40.000
590,,,,
591,SAN Korean Food - Món Ăn Hàn Quốc - 104 Châu Thị Vĩnh Tế,"104 Châu Thị Vĩnh Tế, P. Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",09:30 - 22:30,0 - 0
592,Bún Đậu Mắm Tôm - Bếp Tiên,"278 Tô Hiến Thành, Quận Sơn Trà, Đà Nẵng",09:30 - 22:50,25.000 - 40.000
593,NiTo House - Quán Ăn Hàn Quốc - An Thượng,"19 An Thượng 5, P. Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",11:00 - 20:00,10.000 - 300.000
594,Duyên - Cơm Gà Xối Mỡ - Núi Thành,"544 Núi Thành, P. Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",09:51 - 21:00,25.000 - 45.000
595,"Dâu - Súp Thập Cẩm, Bánh Canh Cua Sài Gòn","K09/16 Lạc Long Quân, P. Hoà Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",00:00 - 23:59,20.000 - 50.000
596,IVO Deli Pizza & Burger - K10/9 Hoàng Văn Thụ,"K10/9 Hoàng Văn Thụ, Quận Hải Châu, Đà Nẵng",07:30 - 20:00,39.000 - 209.000
597,Bánh Căn Hẻm - Bún Mắm - Kiệt 8 Hoàng Diệu,"K338/66 Hoàng Diệu, P. Bình Hiên, Quận Hải Châu, Đà Nẵng",14:00 - 21:00,0 - 0
598,Tré Bà Sáu - Hạt Dinh Dưỡng & Ăn Vặt,"K123/96/24 Cù Chính Lan, P. Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng",07:00 - 21:30,0 - 0
599,Bánh Xèo Thanh Hưng - Đường 2 Tháng 9,"7 Đường 2 Tháng 9, P. Hoà Cường Nam, Quận Hải Châu, Đà Nẵng",10:00 - 23:59,5.000 - 25.000
600,Tiệm Ốm - Nước Ép & Cafe,"175 Huy Cận, P. Hoà Cường Nam, Quận Hải Châu, Đà Nẵng",07:00 - 21:30,15.000 - 50.000
601,Trà Tắc Chị Thục - 89E Thiên Lôi,"89E Thiên Lôi, P. Nghĩa Xá, Quận Lê Chân, Hải Phòng",07:00 - 22:00,8.000 - 15.000
602,Phúc Long 83 Trần Phú,"83 Trần Phú, P. Lương Khánh Thiện, Quận Ngô Quyền, Hải Phòng",09:00 - 21:30,30.000 - 100.000
603,Tiệm Nhà - Matcha & More - Shop Online,"2 Ngõ 89 Hàng Kênh, P. Hàng Kênh, Quận Lê Chân, Hải Phòng",05:45 - 22:00,0 - 0
604,,,,
605,,,,
606,Cân Taiwanese Street Hotpot - Lẩu Đài Loan - Aeon Mall,"10 Võ Nguyên Giáp, Phường Kênh Dương, Quận Lê Chân, Hải Phòng",11:00 - 21:00,0 - 0
607,Ăn Vặt KoKo,"99 Hạ Đoạn 2, P. Đông Hải 2, Quận Hải An, Hải Phòng",00:00 - 02:00 | 10:00 - 23:59,0 - 0
608,,,,
609,Ốc Thương - Lê Lợi,"Đầu ngõ 269 Lê Lợi, P. Lê Lợi, Quận Ngô Quyền, Hải Phòng",14:00 - 22:00,50.000 - 100.000
610,Như Ngọc - Cháo Dinh Dưỡng,"19 Dư Hàng, P. Dư Hàng, Quận Lê Chân, Hải Phòng",06:00 - 20:00,10.000 - 20.000
611,Tré Trộn Dzô Food - 2A Võ Thị Sáu,"Số 2A Võ Thị Sáu, Quận Ngô Quyền, Hải Phòng",10:30 - 13:00 | 14:00 - 20:00,0 - 0
612,,,,
613,Nem Hải Yến - Chu Văn An,"72 Chu Văn An, P. Lê Lợi, Quận Ngô Quyền, Hải Phòng",14:30 - 22:20,20.000 - 50.000
614,Béo - Vịt Quay - 44 Văn Cao,"44 Văn Cao, P. Đổng Quốc Bình, Quận Ngô Quyền, Hải Phòng",16:16 - 21:00,0 - 0
615,,,,
616,Thắng Hạnh - Vịt Quay Lạng Sơn & Thịt Xiên Nướng,"3 Tô Vũ, P. Đằng Lâm, Quận Hải An, Hải Phòng",08:00 - 11:30 | 16:00 - 21:00,40.000 - 240.000
617,"Đào Tạo Pha Chế Pepper - Trà Sữa, Trà Trái Cây, Cà Phê - An Đà","14/11/202 An Đà, P. Đằng Giang, Quận Ngô Quyền, Hải Phòng",00:00 - 23:59,0 - 0
618,Cơm Tấm Sài Gòn - Đinh Tiên Hoàng,"2 Đinh Tiên Hoàng, P. Minh Khai, Quận Hồng Bàng, Hải Phòng",10:30 - 22:30,25.000 - 50.000
619,Bánh Mì Sài Gòn Quang Thắng - 45 Cát Bi,"45 Cát Bi, P. Cát Bi, Quận Hải An, Hải Phòng",06:00 - 23:00,0 - 0
620,Hỏa Lò Ký - Chân Gà Nướng & Cánh Gà Nướng - 246 Đà Nẵng,"246 Đà Nẵng (Đối Diện 273 Đà Nẵng), P. Cầu Tre, Quận Ngô Quyền, Hải Phòng",15:30 - 23:00,0 - 0
621,Đồ Nướng Xiên Que Trung Hoa - 458 Hoàng Minh Thào,"458 Hoàng Minh Thảo, P. Dư Hàng Kênh, Quận Lê Chân, Hải Phòng",17:00 - 23:00,0 - 0
622,Xôi Xéooo Thiên Lôi - Xôi - 870 Thiên Lôi,"870 Phố Thiên Lôi, P. Kênh Dương, Quận Ngô Quyền, Hải Phòng",06:00 - 19:30,0 - 0
623,,,,
624,SCOVI Coffee & Tea,"415 Cát Bi, Quận Hải An, Hải Phòng",06:30 - 22:30,0 - 0
625,,,,
626,Tiệm Bánh Cát Lộc - Bánh Kem & Bánh Sinh Nhật,"414 Miếu Hai Xã, P. Dư Hàng Kênh, Quận Lê Chân, Hải Phòng",09:00 - 21:00,10.000 - 30.000
627,,,,
628,Bánh Tráng Trộn Cô Miêu - Lê Quang Đạo,"6L2 Lê Quang Đạo, P. Đằng Giang, Quận Ngô Quyền, Hải Phòng",10:30 - 20:30,0 - 0
629,The Kimbap - Little Korean Home Made - 3 Minh Khai,"3 Minh Khai, P. Minh Khai, Quận Hồng Bàng, Hải Phòng",10:30 - 13:30 | 17:00 - 20:30,0 - 0
630,YORI CHICKEN - Gà Rán & Đồ Ăn Hàn Quốc,"9/136 Nguyễn Đức Cảnh, P. Cát Dài, Quận Lê Chân, Hải Phòng",10:30 - 13:00 | 17:30 - 21:00,0 - 0
631,Trà Sữa Mixue - Hai Bà Trưng,"142 Hai Bà Trưng, P. Tân An, Quận Ninh Kiều, Cần Thơ",10:00 - 21:30,15.000 - 30.000
632,,,,
633,,,,
634,Cơm Gà Lê Dũng 2,"63 Xô Viết Nghệ Tĩnh, P. Ta, Quận Ninh Kiều, Cần Thơ",10:00 - 20:00,5.000 - 130.000
635,Bánh Mì Xôi Mặn Kim Ngân - Đồ Ăn - Nguyễn Văn Cừ Nối Dài,"369A Tổ 1, Nguyễn Văn Cừ Nối Dài, KV. 4, P. An Khánh, Quận Ninh Kiều, Cần Thơ",00:00 - 23:59,0 - 0
636,Cơm Tấm Phương Nhi (Cây Khế),"65 Bờ Kè Mậu Thân, P. Xuân Khánh, Quận Ninh Kiều, Cần Thơ",05:00 - 20:00,15.000 - 25.000
637,Lẩu Chay Organic,"405/12, Hẻm 4 - 5 Nguyễn Văn Linh, P. An Khánh, Quận Ninh Kiều, Cần Thơ",09:00 - 21:45,30.000 - 200.000
638,,,,
639,Milo Đường Đen - Bánh Mì Chảo - Hẻm 51,"11D1 KV3 Hồ Bún Xáng, P. An Khánh , Quận Ninh Kiều, Cần Thơ",06:00 - 23:00,10.000 - 25.000
640,,,,
641,Chummi Home - Trà Sữa,"63 Nguyễn Việt Hồng, P. An Phú, Quận Ninh Kiều, Cần Thơ",13:00 - 20:00,10.000 - 20.000
642,Hủ Tiếu & Bún Riêu Thanh Phong,"377P/9 Trần Nam Phú, P. An Khánh, Quận Ninh Kiều, Cần Thơ",07:00 - 22:00,0 - 0
643,Tri Thảo - Bún Cá Châu Đốc,"51/12/10 Đường 3/2, P. Xuân Khánh, Quận Ninh Kiều, Cần Thơ",06:00 - 22:00,17.000 - 32.000
644,Thiện Phước 1 - Ẩm Thực Chay,"132/26 Đường 3 Tháng 2, P. Hưng Lợi, Quận Ninh Kiều, Cần Thơ",10:00 - 22:00,25.000 - 100.000
645,Bánh Mì Nướng Muối Ớt Cô Huệ (Mỹ Duyên) - Nguyễn Văn Cừ Nối Dài,"Đầu Hẻm 388, 388P Nguyễn Văn Cừ Nối Dài, P. An Khánh, Quận Ninh Kiều, Cần Thơ",14:00 - 22:50,25.000 - 25.000
646,,,,
647,Tiệm Chân Gà MiNie - Chân Gà Sốt Thái - Hẻm 51 Đường 3/2,"Số 55 Hẻm 51 Đường 3 Tháng 2, P. Xuân Khánh, Quận Ninh Kiều, Cần Thơ",00:00 - 23:59,0 - 0
648,Cơm Gà Huỳnh Châu,"155 Ngô Thì Nhậm, P. An Khánh, Quận Ninh Kiều, Cần Thơ",08:30 - 19:00,10.000 - 165.000
649,Mr. Bò - Lẩu Bò Sa Tế,"Hẻm 51/47/3 Đường 3 Tháng 2, P. Xuân Khánh, Quận Ninh Kiều, Cần Thơ",15:00 - 21:20,5.000 - 199.000
650,,,,
651,,,,
652,Trà Sữa ACE,"20/2 Hồ Bún Xáng, P. An Khánh, Quận Ninh Kiều, Cần Thơ",10:00 - 21:55,17.000 - 23.000
653,Bún Mắm Trái Ớt - Nét Quê - Ngô Sĩ Liên,"25 Ngô Sĩ Liên, P. Hưng Lợi, Quận Ninh Kiều, Cần Thơ",06:10 - 20:45,0 - 0
654,,,,
655,Diệp MaMa - Cá Viên Chiên Nước Mắm - Đường A3,"1-3 Đường A3 KDC 91B, P. An Khánh, Quận Ninh Kiều, Cần Thơ",17:00 - 23:59,5.000 - 60.000
656,Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Trần Văn Khéo,"42 Trần Văn Khéo, P. Cái Khế, Quận Ninh Kiều, Cần Thơ",10:00 - 21:30,50.000 - 300.000
657,Trà Tiên Hưởng - 10 Mậu Thân,"10 Mậu Thân, P. An Nghiệp, Quận Ninh Kiều, Cần Thơ",08:15 - 22:30,5.000 - 64.000
658,,,,
659,Hủ Tiếu Sa Đéc 1979,"337 Nguyễn Văn Linh, P. An Khánh, Quận Ninh Kiều, Cần Thơ",06:00 - 22:00,0 - 0
660,Ăn Vặt Chộn Lộn Xộn - CN NGUYỄN VĂN CỪ NỐI DÀI,"LK1-32 Đường Xuân Hồng, Nguyễn Văn Cừ Nối Dài, P. An Bình, Quận Ninh Kiều, Cần Thơ",10:30 - 21:30,0 - 0
661,,,,
662,,,,
663,,,,
664,Cơm Tấm Hương,"2/115F Mậu Thân, P. An Hoà, Quận Ninh Kiều, Cần Thơ",,10.000 - 40.000
665,QUỲNH QUỲNH - Ăn Vặt & Cà Phê - Số E41 Vũ Đình Liệu,"E41 Đường Vũ Đình Liệu, P. Hưng Thạnh, Quận Cái Răng, Cần Thơ",11:00 - 23:00,0 - 0
666,,,,
667,Tiệm Trà Nhà Bông - Trà Sữa & Mì Trộn Indomie - Hoàng Quốc Việt,"228/6 Hoàng Quốc Việt, P. An Bình, Quận Ninh Kiều, Cần Thơ",08:00 - 21:15,18.000 - 25.000
668,Cơm Gà Lê Trang - Đường 3 Tháng 2,"55 Đường 3 Tháng 2, P. Xuân Khánh, Quận Ninh Kiều, Cần Thơ",08:30 - 21:30,25.000 - 35.000
669,Gỏi Cuốn Quán Chú Năm,"Góc Đường Số 1 Và Đường Phạm Sơn Khai, Khu Giảng Viên ĐHCT, P. An Khánh, Quận Ninh Kiều, Cần Thơ",10:00 - 21:00,0 - 0
670,,,,
671,Quán SinVi - Lẩu & Ăn Vặt,"63 Đường Chu Văn An, P. An Khánh, Quận Ninh Kiều, Cần Thơ",10:00 - 23:59,20.000 - 179.000
672,Cơm Chay Diệu An,"218/24 Trần Hưng Đạo, P. An Nghiệp, Quận Ninh Kiều, Cần Thơ",06:00 - 20:00,0 - 0
673,,,,
